"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","296-96","ES-CHC077","Eli4","Eli5","Eli6","F3201","JUNP353","R26"
"group_970","","hypothetical protein","8","8","1","1","4138","","","","326","377","370","NLLKMJFC_03015","HDAOFKCF_03067","HMFJPACF_03210","EPEFIPDD_03156","MPDNCGJB_03157","PEKAAFEB_02831","IEBEDNFC_03210","OGHJCHFL_03561"
"group_973","","hypothetical protein","8","8","1","1","4056","","","","1205","1313","1245","NLLKMJFC_03077","HDAOFKCF_03129","HMFJPACF_03229","EPEFIPDD_03175","MPDNCGJB_03176","PEKAAFEB_02850","IEBEDNFC_03228","OGHJCHFL_03579"
"sigW_3","","ECF RNA polymerase sigma factor SigW","8","8","1","1","4054","","","","482","560","511","NLLKMJFC_03078","HDAOFKCF_03130","HMFJPACF_03231","EPEFIPDD_03177","MPDNCGJB_03178","PEKAAFEB_02852","IEBEDNFC_03229","OGHJCHFL_03581"
"group_975","","hypothetical protein","8","8","1","1","4052","","","","1556","1556","1556","NLLKMJFC_03080","HDAOFKCF_03132","HMFJPACF_03233","EPEFIPDD_03179","MPDNCGJB_03180","PEKAAFEB_02854","IEBEDNFC_03231","OGHJCHFL_03583"
"group_977","","hypothetical protein","8","8","1","1","4047","","","","833","833","833","NLLKMJFC_03085","HDAOFKCF_03137","HMFJPACF_03238","EPEFIPDD_03184","MPDNCGJB_03185","PEKAAFEB_02859","IEBEDNFC_03236","OGHJCHFL_03588"
"pncC","","Nicotinamide-nucleotide amidohydrolase PncC","8","8","1","1","4045","","","","1250","1250","1250","NLLKMJFC_03086","HDAOFKCF_03138","HMFJPACF_03239","EPEFIPDD_03185","MPDNCGJB_03186","PEKAAFEB_02860","IEBEDNFC_03237","OGHJCHFL_03589"
"group_979","","hypothetical protein","8","8","1","1","4044","","","","668","707","702","NLLKMJFC_03087","HDAOFKCF_03139","HMFJPACF_03240","EPEFIPDD_03186","MPDNCGJB_03187","PEKAAFEB_02861","IEBEDNFC_03238","OGHJCHFL_03590"
"pepO_1","","Neutral endopeptidase","8","8","1","1","4043","","","","1976","2063","2030","NLLKMJFC_03088","HDAOFKCF_03140","HMFJPACF_03241","EPEFIPDD_03187","MPDNCGJB_03188","PEKAAFEB_02862","IEBEDNFC_03239","OGHJCHFL_03591"
"group_981","","hypothetical protein","8","8","1","1","4037","","","","773","824","817","NLLKMJFC_03094","HDAOFKCF_03146","HMFJPACF_03247","EPEFIPDD_03193","MPDNCGJB_03194","PEKAAFEB_02868","IEBEDNFC_03245","OGHJCHFL_03597"
"group_982","","hypothetical protein","8","8","1","1","4036","","","","314","374","359","NLLKMJFC_03095","HDAOFKCF_03147","HMFJPACF_03248","EPEFIPDD_03194","MPDNCGJB_03195","PEKAAFEB_02869","IEBEDNFC_03246","OGHJCHFL_03598"
"group_985","","hypothetical protein","8","8","1","1","4005","","","","287","287","287","NLLKMJFC_03124","HDAOFKCF_03176","HMFJPACF_03277","EPEFIPDD_03222","MPDNCGJB_03223","PEKAAFEB_02897","IEBEDNFC_03275","OGHJCHFL_03627"
"group_986","","hypothetical protein","8","8","1","1","3994","","","","398","398","398","NLLKMJFC_03135","HDAOFKCF_03187","HMFJPACF_03288","EPEFIPDD_03233","MPDNCGJB_03234","PEKAAFEB_02908","IEBEDNFC_03286","OGHJCHFL_03638"
"group_987","","hypothetical protein","8","8","1","1","3989","","","","176","575","525","NLLKMJFC_03140","HDAOFKCF_03192","HMFJPACF_03294","EPEFIPDD_03238","MPDNCGJB_03239","PEKAAFEB_02913","IEBEDNFC_03291","OGHJCHFL_03643"
"ada","","Bifunctional transcriptional activator/DNA repair enzyme Ada","8","8","1","1","3985","","","","542","845","807","NLLKMJFC_03144","HDAOFKCF_03196","HMFJPACF_03298","EPEFIPDD_03242","MPDNCGJB_03243","PEKAAFEB_02917","IEBEDNFC_03295","OGHJCHFL_03647"
"group_989","","hypothetical protein","8","8","1","1","3981","","","","659","659","659","NLLKMJFC_03148","HDAOFKCF_03200","HMFJPACF_03302","EPEFIPDD_03246","MPDNCGJB_03247","PEKAAFEB_02921","IEBEDNFC_03299","OGHJCHFL_03651"
"group_99","","hypothetical protein","8","8","1","1","4584","","","","1082","1703","1602","NLLKMJFC_02847","HDAOFKCF_02849","HMFJPACF_03038","EPEFIPDD_02984","MPDNCGJB_02985","PEKAAFEB_02648","IEBEDNFC_03038","OGHJCHFL_03278"
"group_991","","hypothetical protein","8","8","1","1","3968","","","","656","659","657","NLLKMJFC_03157","HDAOFKCF_03209","HMFJPACF_03310","EPEFIPDD_03254","MPDNCGJB_03255","PEKAAFEB_02929","IEBEDNFC_03307","OGHJCHFL_03660"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","8","8","1","1","3967","","","","716","716","716","NLLKMJFC_03158","HDAOFKCF_03210","HMFJPACF_03311","EPEFIPDD_03255","MPDNCGJB_03256","PEKAAFEB_02930","IEBEDNFC_03308","OGHJCHFL_03661"
"hisG","","ATP phosphoribosyltransferase","8","8","1","1","3959","","","","854","911","896","NLLKMJFC_03164","HDAOFKCF_03216","HMFJPACF_03318","EPEFIPDD_03262","MPDNCGJB_03263","PEKAAFEB_02937","IEBEDNFC_03314","OGHJCHFL_03669"
"hsrA_3","","putative transport protein HsrA","8","8","1","1","3958","","","","1058","1409","1365","NLLKMJFC_03165","HDAOFKCF_03217","HMFJPACF_03319","EPEFIPDD_03263","MPDNCGJB_03264","PEKAAFEB_02938","IEBEDNFC_03315","OGHJCHFL_03670"
"group_995","","hypothetical protein","8","8","1","1","3952","","","","521","521","521","NLLKMJFC_03171","HDAOFKCF_03223","HMFJPACF_03325","EPEFIPDD_03269","MPDNCGJB_03270","PEKAAFEB_02944","IEBEDNFC_03322","OGHJCHFL_03676"
"pbpE_5","","Penicillin-binding protein 4*","8","8","1","1","3950","","","","1313","1313","1313","NLLKMJFC_03172","HDAOFKCF_03224","HMFJPACF_03326","EPEFIPDD_03270","MPDNCGJB_03271","PEKAAFEB_02945","IEBEDNFC_03323","OGHJCHFL_03677"
"group_998","","hypothetical protein","8","8","1","1","3937","","","","698","719","716","NLLKMJFC_03184","HDAOFKCF_03236","HMFJPACF_03338","EPEFIPDD_03282","MPDNCGJB_03283","PEKAAFEB_02955","IEBEDNFC_03334","OGHJCHFL_03688"
"group_1029","","Acetyltransferase","7","7","1","1","3557","36","7","","521","533","526","NLLKMJFC_03400","HDAOFKCF_03455","HMFJPACF_03563","EPEFIPDD_03540","MPDNCGJB_03540","PEKAAFEB_03179","","OGHJCHFL_00086"
"group_1045","","hypothetical protein","7","7","1","1","3157","296","1","","170","170","170","NLLKMJFC_03559","HDAOFKCF_03615","HMFJPACF_03605","EPEFIPDD_03582","MPDNCGJB_03583","PEKAAFEB_03231","IEBEDNFC_03699",""
"group_1049","","hypothetical protein","7","7","1","1","3177","52","2","","425","425","425","NLLKMJFC_03571","HDAOFKCF_03627","HMFJPACF_03619","EPEFIPDD_03596","MPDNCGJB_03597","PEKAAFEB_03249","IEBEDNFC_03714",""
"group_1066","","hypothetical protein","7","7","1","1","3313","240","1","","158","179","176","NLLKMJFC_03687","HDAOFKCF_03743","HMFJPACF_03740","EPEFIPDD_03716","MPDNCGJB_03717","PEKAAFEB_03370","IEBEDNFC_03830",""
"group_1075","","hypothetical protein","7","7","1","1","4619","223","1","","350","350","350","NLLKMJFC_03752","HDAOFKCF_03808","HMFJPACF_03805","EPEFIPDD_03781","MPDNCGJB_03782","PEKAAFEB_03434","","OGHJCHFL_00322"
"group_108","","hypothetical protein","7","7","1","1","3528","2","94","","176","833","439","NLLKMJFC_03426","HDAOFKCF_03481","HMFJPACF_03586","EPEFIPDD_03563","MPDNCGJB_03563","","IEBEDNFC_03672","OGHJCHFL_00111"
"rhaR_3","","HTH-type transcriptional activator RhaR","7","7","1","1","2826","55","1","","953","953","953","NLLKMJFC_00722","HDAOFKCF_00723","HMFJPACF_00606","EPEFIPDD_00607","MPDNCGJB_00610","PEKAAFEB_00255","IEBEDNFC_00607",""
"group_1115","","hypothetical protein","7","7","1","1","4969","112","1","","662","704","680","NLLKMJFC_03928","HDAOFKCF_03945","HMFJPACF_03946","EPEFIPDD_03923","MPDNCGJB_03924","PEKAAFEB_03530","IEBEDNFC_04075",""
"kdpB_1","","Potassium-transporting ATPase ATP-binding subunit","7","7","1","1","5312","43","3","","2783","3380","3037","NLLKMJFC_00287","HDAOFKCF_00288","HMFJPACF_00273","EPEFIPDD_00274","MPDNCGJB_00276","PEKAAFEB_03842","","OGHJCHFL_00740"
"group_1315","","hypothetical protein","7","7","1","1","5044","198","1","","362","362","362","NLLKMJFC_00035","HDAOFKCF_00036","HMFJPACF_00035","EPEFIPDD_00036","MPDNCGJB_00036","PEKAAFEB_03597","","OGHJCHFL_00490"
"group_1324","","hypothetical protein","7","7","1","1","5100","212","1","","2942","2942","2942","NLLKMJFC_00083","HDAOFKCF_00084","HMFJPACF_00082","EPEFIPDD_00083","MPDNCGJB_00084","PEKAAFEB_03644","IEBEDNFC_00080",""
"group_1349","","hypothetical protein","7","7","1","1","5187","76","3","","479","479","479","NLLKMJFC_00173","HDAOFKCF_00174","HMFJPACF_00155","EPEFIPDD_00156","MPDNCGJB_00157","PEKAAFEB_03724","","OGHJCHFL_00622"
"group_1355","","hypothetical protein","7","7","1","1","5313","43","2","","701","701","701","NLLKMJFC_00288","HDAOFKCF_00289","HMFJPACF_00274","EPEFIPDD_00275","MPDNCGJB_00277","PEKAAFEB_03843","","OGHJCHFL_00741"
"group_1474","","hypothetical protein","7","7","1","1","2913","221","1","","635","635","635","NLLKMJFC_00649","HDAOFKCF_00650","HMFJPACF_00537","EPEFIPDD_00538","MPDNCGJB_00541","PEKAAFEB_00189","IEBEDNFC_00533",""
"trxA_2","","Thioredoxin 1","7","7","1","1","2828","55","2","","311","311","311","NLLKMJFC_00720","HDAOFKCF_00721","HMFJPACF_00604","EPEFIPDD_00605","MPDNCGJB_00608","PEKAAFEB_00253","IEBEDNFC_00605",""
"group_1490","","hypothetical protein","7","7","1","1","2827","55","3","","536","536","536","NLLKMJFC_00721","HDAOFKCF_00722","HMFJPACF_00605","EPEFIPDD_00606","MPDNCGJB_00609","PEKAAFEB_00254","IEBEDNFC_00606",""
"carA2","","zeta-carotene-forming phytoene desaturase","7","7","1","1","941","54","1","","1496","1496","1496","NLLKMJFC_00804","HDAOFKCF_00806","HMFJPACF_00804","EPEFIPDD_00806","MPDNCGJB_00810","","IEBEDNFC_00730","OGHJCHFL_01281"
"ypdB_3","","Transcriptional regulatory protein YpdB","7","7","1","1","942","54","2","","719","719","719","NLLKMJFC_00805","HDAOFKCF_00807","HMFJPACF_00805","EPEFIPDD_00807","MPDNCGJB_00811","","IEBEDNFC_00731","OGHJCHFL_01282"
"group_1510","","hypothetical protein","7","7","1","1","957","279","1","","1010","1010","1010","NLLKMJFC_00825","HDAOFKCF_00827","HMFJPACF_00819","EPEFIPDD_00821","MPDNCGJB_00825","","IEBEDNFC_00743","OGHJCHFL_01294"
"group_1549","","hypothetical protein","7","7","1","1","569","301","1","","470","470","470","NLLKMJFC_00994","HDAOFKCF_00997","HMFJPACF_01039","EPEFIPDD_01056","MPDNCGJB_01060","PEKAAFEB_00707","","OGHJCHFL_01454"
"group_1554","","hypothetical protein","7","7","1","1","507","79","3","","176","176","176","NLLKMJFC_01051","HDAOFKCF_01054","HMFJPACF_01095","EPEFIPDD_01112","MPDNCGJB_01115","PEKAAFEB_00762","","OGHJCHFL_01514"
"group_16","","TonB-dependent receptor P3","7","7","1","1","6622","30","2","","2591","2921","2822","NLLKMJFC_01247","HDAOFKCF_01249","HMFJPACF_01299","EPEFIPDD_01317","MPDNCGJB_01321","","IEBEDNFC_01187","OGHJCHFL_01699"
"group_1604","","hypothetical protein","7","7","1","1","6551","289","1","","353","353","353","NLLKMJFC_01188","HDAOFKCF_01190","HMFJPACF_01235","EPEFIPDD_01253","MPDNCGJB_01257","","IEBEDNFC_01126","OGHJCHFL_01641"
"group_1610","","hypothetical protein","7","7","1","1","6620","30","9","","566","566","566","NLLKMJFC_01245","HDAOFKCF_01247","HMFJPACF_01295","EPEFIPDD_01313","MPDNCGJB_01317","PEKAAFEB_00962","","OGHJCHFL_01697"
"group_1617","","hypothetical protein","7","7","1","1","6741","5","60","","191","191","191","NLLKMJFC_01330","HDAOFKCF_01332","HMFJPACF_01386","EPEFIPDD_01404","MPDNCGJB_01407","","IEBEDNFC_01272","OGHJCHFL_01781"
"group_1626","","hypothetical protein","7","7","1","1","6150","80","3","","335","335","335","NLLKMJFC_01343","HDAOFKCF_01345","HMFJPACF_01400","EPEFIPDD_01418","MPDNCGJB_01421","PEKAAFEB_01060","","OGHJCHFL_01795"
"group_1662","","hypothetical protein","7","7","1","1","6046","319","1","","359","359","359","NLLKMJFC_01464","HDAOFKCF_01466","HMFJPACF_01567","EPEFIPDD_01510","MPDNCGJB_01513","PEKAAFEB_01160","","OGHJCHFL_01908"
"group_1668","","hypothetical protein","7","7","1","1","5947","53","3","","434","434","434","NLLKMJFC_01558","HDAOFKCF_01560","HMFJPACF_01663","EPEFIPDD_01606","MPDNCGJB_01609","","IEBEDNFC_01545","OGHJCHFL_02009"
"mutS2_2","","Endonuclease MutS2","7","7","1","1","5931","144","1","","1889","1889","1889","NLLKMJFC_01626","HDAOFKCF_01628","HMFJPACF_01678","EPEFIPDD_01622","MPDNCGJB_01624","","IEBEDNFC_01631","OGHJCHFL_02023"
"group_1729","","SusD-like protein P2","7","7","1","1","5913","9","39","","1535","1535","1535","NLLKMJFC_01644","HDAOFKCF_01646","HMFJPACF_01696","EPEFIPDD_01640","MPDNCGJB_01642","PEKAAFEB_01285","IEBEDNFC_01649",""
"group_1730","","TonB-dependent receptor P39","7","7","1","1","5912","9","20","","2942","2942","2942","NLLKMJFC_01645","HDAOFKCF_01647","HMFJPACF_01697","EPEFIPDD_01641","MPDNCGJB_01643","PEKAAFEB_01286","IEBEDNFC_01650",""
"xyl3A","","Xylan 1,4-beta-xylosidase","7","7","1","1","2868","119","3","","1241","2663","2459","NLLKMJFC_00688","HDAOFKCF_00689","HMFJPACF_00567","EPEFIPDD_00568","MPDNCGJB_00571","","IEBEDNFC_00572","OGHJCHFL_01131"
"group_1751","","hypothetical protein","7","7","1","1","5718","1","28","","413","413","413","NLLKMJFC_01840","HDAOFKCF_01842","HMFJPACF_01881","EPEFIPDD_01870","MPDNCGJB_01872","","IEBEDNFC_01836","OGHJCHFL_02235"
"group_1760","","hypothetical protein","7","7","1","1","2454","82","4","","2732","2732","2732","NLLKMJFC_02026","HDAOFKCF_02028","HMFJPACF_02150","EPEFIPDD_02095","MPDNCGJB_02097","PEKAAFEB_01662","IEBEDNFC_02047",""
"group_1762","","hypothetical protein","7","7","1","1","2395","195","1","","1601","1601","1601","NLLKMJFC_02075","HDAOFKCF_02077","HMFJPACF_02198","EPEFIPDD_02144","MPDNCGJB_02146","PEKAAFEB_01740","IEBEDNFC_02096",""
"skp","","Chaperone protein Skp","7","7","1","1","2349","307","1","","500","500","500","NLLKMJFC_02120","HDAOFKCF_02122","HMFJPACF_02245","EPEFIPDD_02191","MPDNCGJB_02193","PEKAAFEB_01787","IEBEDNFC_02141",""
"group_1834","","hypothetical protein","7","7","1","1","1545","13","13","","665","665","665","NLLKMJFC_02700","HDAOFKCF_02702","HMFJPACF_02883","EPEFIPDD_02828","MPDNCGJB_02828","PEKAAFEB_02372","IEBEDNFC_02818",""
"group_1843","","hypothetical protein","7","7","1","1","1521","34","6","","614","614","614","NLLKMJFC_02724","HDAOFKCF_02726","HMFJPACF_02904","EPEFIPDD_02849","MPDNCGJB_02849","","IEBEDNFC_02890","OGHJCHFL_03144"
"group_1877","","hypothetical protein","7","7","1","1","4456","446","1","","434","434","434","NLLKMJFC_02880","HDAOFKCF_02882","HMFJPACF_03071","","MPDNCGJB_03018","PEKAAFEB_02679","IEBEDNFC_03072","OGHJCHFL_03310"
"pal_6","","Peptidoglycan-associated lipoprotein","7","7","1","1","4231","219","1","","1025","1025","1025","NLLKMJFC_02927","HDAOFKCF_02979","HMFJPACF_03119","EPEFIPDD_03065","MPDNCGJB_03066","","IEBEDNFC_03124","OGHJCHFL_03470"
"yyaP_1","","putative protein YyaP","7","7","1","1","995","233","1","","461","542","530","NLLKMJFC_00861","HDAOFKCF_00863","HMFJPACF_00854","EPEFIPDD_00856","MPDNCGJB_00860","","IEBEDNFC_00779","OGHJCHFL_01330"
"group_1914","","hypothetical protein","7","7","1","1","3892","272","1","","785","785","785","NLLKMJFC_03220","HDAOFKCF_03272","HMFJPACF_03379","EPEFIPDD_03323","MPDNCGJB_03324","PEKAAFEB_02997","IEBEDNFC_03375",""
"group_1948","","hypothetical protein","7","7","1","1","3558","36","6","","155","155","155","NLLKMJFC_03399","HDAOFKCF_03454","HMFJPACF_03562","EPEFIPDD_03539","MPDNCGJB_03539","PEKAAFEB_03178","","OGHJCHFL_00085"
"group_1952","","hypothetical protein","7","7","1","1","3532","113","2","","506","506","506","NLLKMJFC_03422","HDAOFKCF_03477","HMFJPACF_03582","EPEFIPDD_03559","MPDNCGJB_03559","","IEBEDNFC_03668","OGHJCHFL_00107"
"group_2077","","hypothetical protein","7","7","1","1","3283","236","1","","1013","1013","1013","NLLKMJFC_03661","HDAOFKCF_03717","HMFJPACF_03714","EPEFIPDD_03690","MPDNCGJB_03691","","IEBEDNFC_03803","OGHJCHFL_00231"
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","7","7","1","1","6308","150","1","","545","545","545","NLLKMJFC_01122","HDAOFKCF_01124","HMFJPACF_01168","EPEFIPDD_01185","MPDNCGJB_01189","","IEBEDNFC_01059","OGHJCHFL_01583"
"group_232","","hypothetical protein","7","7","1","1","6540","174","1","","1757","1757","1757","NLLKMJFC_01179","HDAOFKCF_01181","HMFJPACF_01224","EPEFIPDD_01242","MPDNCGJB_01246","PEKAAFEB_00893","IEBEDNFC_01117",""
"group_236","","hypothetical protein","7","7","1","1","6666","135","2","","269","269","269","NLLKMJFC_01289","HDAOFKCF_01291","HMFJPACF_01344","EPEFIPDD_01362","MPDNCGJB_01365","PEKAAFEB_01011","IEBEDNFC_01228",""
"group_237","","hypothetical protein","7","7","1","1","6687","111","3","","200","200","200","NLLKMJFC_01309","HDAOFKCF_01311","HMFJPACF_01363","EPEFIPDD_01381","MPDNCGJB_01384","PEKAAFEB_01030","IEBEDNFC_01249",""
"group_244","","hypothetical protein","7","7","1","1","6120","39","4","","212","218","217","NLLKMJFC_01395","HDAOFKCF_01397","HMFJPACF_01502","EPEFIPDD_01445","MPDNCGJB_01448","PEKAAFEB_01089","IEBEDNFC_01381",""
"group_25","","hypothetical protein","7","7","1","1","1933","50","5","","332","800","640","NLLKMJFC_02461","HDAOFKCF_02463","HMFJPACF_02600","EPEFIPDD_02546","MPDNCGJB_02547","PEKAAFEB_02134","","OGHJCHFL_02894"
"group_255","","hypothetical protein","7","7","1","1","5969","142","1","","782","824","806","NLLKMJFC_01537","HDAOFKCF_01539","HMFJPACF_01641","EPEFIPDD_01584","MPDNCGJB_01587","PEKAAFEB_01234","","OGHJCHFL_01988"
"group_271","nhaK_2","Sodium, potassium, lithium and rubidium/H( ) antiporter","7","7","1","1","5717","1","29","","1343","1607","1569","NLLKMJFC_01841","HDAOFKCF_01843","HMFJPACF_01882","EPEFIPDD_01871","MPDNCGJB_01873","","IEBEDNFC_01837","OGHJCHFL_02236"
"schT_1","","Schizokinen transporter SchT","7","7","1","1","2495","231","1","","2117","2117","2117","NLLKMJFC_01989","HDAOFKCF_01991","HMFJPACF_02114","EPEFIPDD_02059","MPDNCGJB_02061","PEKAAFEB_01625","IEBEDNFC_02009",""
"group_28","","hypothetical protein","7","7","1","1","1395","145","1","","518","794","675","NLLKMJFC_02813","HDAOFKCF_02815","HMFJPACF_03000","EPEFIPDD_02945","MPDNCGJB_02947","PEKAAFEB_02491","","OGHJCHFL_03244"
"group_32","","hypothetical protein","7","7","1","1","3151","139","2","","2105","2795","2696","NLLKMJFC_03554","HDAOFKCF_03610","HMFJPACF_03600","EPEFIPDD_03577","MPDNCGJB_03578","PEKAAFEB_03226","IEBEDNFC_03694",""
"group_406","","hypothetical protein","7","7","1","1","4838","1","540","","209","272","236","NLLKMJFC_03892","HDAOFKCF_03909","HMFJPACF_03909","EPEFIPDD_03886","MPDNCGJB_03887","PEKAAFEB_03492","","OGHJCHFL_00384"
"group_412","","hypothetical protein","7","7","1","1","4954","293","1","","455","686","653","NLLKMJFC_03915","HDAOFKCF_03932","HMFJPACF_03935","EPEFIPDD_03912","MPDNCGJB_03913","PEKAAFEB_03518","","OGHJCHFL_00411"
"group_468","","hypothetical protein","7","7","1","1","5117","89","1","","743","743","743","NLLKMJFC_00098","HDAOFKCF_00099","HMFJPACF_00098","EPEFIPDD_00099","MPDNCGJB_00100","PEKAAFEB_03659","IEBEDNFC_00095",""
"group_483","","hypothetical protein","7","7","1","1","5209","238","1","","179","179","179","NLLKMJFC_00193","HDAOFKCF_00194","HMFJPACF_00176","EPEFIPDD_00177","MPDNCGJB_00178","PEKAAFEB_03746","IEBEDNFC_00177",""
"group_489","","hypothetical protein","7","7","1","1","5241","72","3","","491","491","491","NLLKMJFC_00223","HDAOFKCF_00224","HMFJPACF_00207","EPEFIPDD_00208","MPDNCGJB_00210","PEKAAFEB_03777","IEBEDNFC_00207",""
"group_497","","hypothetical protein","7","7","1","1","5299","83","2","","215","215","215","NLLKMJFC_00276","HDAOFKCF_00277","HMFJPACF_00263","EPEFIPDD_00264","MPDNCGJB_00266","PEKAAFEB_03832","","OGHJCHFL_00729"
"group_499","","hypothetical protein","7","7","1","1","5314","43","1","","854","860","856","NLLKMJFC_00289","HDAOFKCF_00290","HMFJPACF_00275","EPEFIPDD_00276","MPDNCGJB_00278","PEKAAFEB_03844","","OGHJCHFL_00742"
"group_585","","hypothetical protein","7","7","1","1","2883","298","1","","818","818","818","NLLKMJFC_00678","HDAOFKCF_00679","HMFJPACF_00554","EPEFIPDD_00555","MPDNCGJB_00558","PEKAAFEB_00206","IEBEDNFC_00562",""
"msrB_1","","Peptide methionine sulfoxide reductase MsrB","7","7","1","1","2881","248","1","","512","518","516","NLLKMJFC_00680","HDAOFKCF_00681","HMFJPACF_00556","EPEFIPDD_00557","MPDNCGJB_00560","PEKAAFEB_00208","IEBEDNFC_00564",""
"cypM","","Cypemycin N-terminal methyltransferase","7","7","1","1","2822","102","2","","740","740","740","NLLKMJFC_00726","HDAOFKCF_00727","HMFJPACF_00610","EPEFIPDD_00611","MPDNCGJB_00614","PEKAAFEB_00259","","OGHJCHFL_01166"
"group_602","","hypothetical protein","7","7","1","1","943","54","3","","1043","1112","1102","NLLKMJFC_00806","HDAOFKCF_00808","HMFJPACF_00806","EPEFIPDD_00808","MPDNCGJB_00812","","IEBEDNFC_00732","OGHJCHFL_01283"
"gloB_2","","Hydroxyacylglutathione hydrolase","7","7","1","1","1501","171","1","","1409","1409","1409","NLLKMJFC_02739","HDAOFKCF_02741","HMFJPACF_02919","EPEFIPDD_02864","MPDNCGJB_02865","","IEBEDNFC_02905","OGHJCHFL_03159"
"group_626","","hypothetical protein","7","7","1","1","1036","192","1","","152","275","222","NLLKMJFC_00893","HDAOFKCF_00895","HMFJPACF_00883","EPEFIPDD_00899","MPDNCGJB_00903","PEKAAFEB_00489","","OGHJCHFL_01365"
"group_636","","hypothetical protein","7","7","1","1","609","88","3","","164","164","164","NLLKMJFC_00963","HDAOFKCF_00966","HMFJPACF_01004","EPEFIPDD_01021","MPDNCGJB_01025","PEKAAFEB_00672","IEBEDNFC_00885",""
"group_704","","hypothetical protein","7","7","1","1","6179","5","73","","197","473","354","NLLKMJFC_01335","HDAOFKCF_01337","HMFJPACF_01384","EPEFIPDD_01402","MPDNCGJB_01405","","IEBEDNFC_01273","OGHJCHFL_01787"
"group_710","","hypothetical protein","7","7","1","1","6140","309","1","","725","725","725","NLLKMJFC_01376","HDAOFKCF_01378","HMFJPACF_01485","EPEFIPDD_01428","MPDNCGJB_01431","PEKAAFEB_01073","IEBEDNFC_01362",""
"bcrR","","hypothetical protein","7","7","1","1","6115","16","17","","335","341","336","NLLKMJFC_01399","HDAOFKCF_01401","HMFJPACF_01506","EPEFIPDD_01449","MPDNCGJB_01452","PEKAAFEB_01093","IEBEDNFC_01385",""
"group_723","","L-fucono-1,5-lactonase","7","7","1","1","6065","288","1","","821","821","821","NLLKMJFC_01447","HDAOFKCF_01449","HMFJPACF_01549","EPEFIPDD_01492","MPDNCGJB_01495","PEKAAFEB_01142","IEBEDNFC_01433",""
"group_779","","hypothetical protein","7","7","1","1","5685","281","1","","389","389","389","NLLKMJFC_01869","HDAOFKCF_01871","HMFJPACF_01955","EPEFIPDD_01899","MPDNCGJB_01901","PEKAAFEB_01500","IEBEDNFC_01867",""
